1.Time 
2.MotorStatus 
3.KumandaThrottle 
4.KumandaTrim 
5.ArduThrottle 
6.ArduTrim 
7.MotorThrottle 
8.Thrust 
9.RefRPM 
10.MotorRPM 
11.EGT 
12.BatteryVoltage 
13.PumpVoltage 
14.Fuel
15.Roll 
16.RollRef 
17.RollTemp 
18.Pitch 
19.PitchRef 
20.PitchTemp 
21.ServoError 
21.RollAkim 
22.PitchAkim 
veri2019_04_06__17_32_26= [5076,13,50,20,-20,0,0,0,0,0,0,0,0,0,-2.02,-2.02,37,24.73,24.73,37,0,0,-36.96;
5172,13,50,20,-20,0,0,0,0,0,0,0,0,0,-2.02,-2.02,37,24.73,24.73,37,0,0,-40.32;
5268,13,50,20,-20,0,0,0,0,0,0,0,0,0,-2.02,-2.02,37,24.73,24.73,37,0,0,-40.32;
5364,13,50,20,-20,0,0,0,0,0,0,0,0,0,-2.02,-2.02,37,24.73,24.73,37,0,0,-40.32;
5460,13,50,20,-20,0,0,0,0,0,0,0,0,0,-2.02,-2.02,37,22.18,17.6,37,0,0,-295.68;
5561,13,50,20,-20,0,0,0,0,0,0,0,0,0,-1.94,-2.02,37,13.55,-39.78,37,0,-3.36,-880.32;
5657,13,50,20,-20,0,0,0,0,0,0,0,0,0,-1.94,-2.02,37,1.5,-44.88,37,0,0,-53.76;
5758,13,50,20,-20,0,0,0,0,0,0,0,0,0,-1.94,-2.02,37,-9.5,-44.88,37,0,-3.36,-3.36;
5854,13,50,20,-20,0,0,0,0,0,0,0,0,0,-1.85,-2.02,37,-20.86,-44.88,37,0,-3.36,-13.44;
5950,13,50,20,-20,0,0,0,0,0,0,0,0,0,-1.94,-2.02,37,-31.86,-44.88,37,0,-13.44,-23.52;
6046,13,50,20,-20,0,0,0,0,0,0,0,0,0,-1.94,-2.02,37,-43.12,-44.88,37,0,-20.16,-77.28;
6141,13,50,20,-20,0,0,0,0,0,0,0,0,0,-1.94,-2.02,37,-46.11,-44.88,37,0,-16.8,3.36;
6237,13,50,20,-20,0,0,0,0,0,0,0,0,0,-1.94,-2.02,37,-46.02,-44.88,37,0,-16.8,144.48;
6333,13,50,20,-20,0,0,0,0,0,0,0,0,0,-1.94,-2.02,37,-46.02,-44.88,37,0,-10.08,184.8;
6429,13,50,20,-20,0,0,0,0,0,0,0,0,0,-1.94,-2.02,37,-46.11,-44.88,37,0,-6.72,208.32;
6525,13,50,20,-20,0,0,0,0,0,0,0,0,0,-1.94,-2.02,37,-46.11,-44.88,37,0,-20.16,225.12;
6621,13,50,20,-20,0,0,0,0,0,0,0,0,0,-1.94,-2.02,37,-44.26,-31.94,37,0,-6.72,1313.76;
6722,13,50,20,-20,0,0,0,0,0,0,0,0,0,-1.94,-2.02,37,-30.54,-5.02,36,0,-10.08,3.36;
6818,13,50,20,-20,0,0,0,0,0,0,0,0,0,-1.94,-2.02,37,-19.54,15.31,36,0,-13.44,406.56;
6919,13,50,20,-20,0,0,0,0,0,0,0,0,0,-2.02,-2.02,37,-7.74,21.03,36,0,0,161.28;
7037,13,50,20,-20,0,0,0,0,0,0,0,0,0,-2.02,-2.02,37,3.78,24.9,36,0,-6.72,154.56;
7117,13,50,20,-20,0,0,0,0,0,0,0,0,0,-2.02,-2.02,37,15.14,24.9,36,0,-10.08,3.36;
7213,13,50,20,-20,0,0,0,0,0,0,0,0,0,-2.02,-2.02,37,25.61,24.9,36,0,0,-507.36;
7308,13,50,20,-20,0,0,0,0,0,0,0,0,0,-2.11,-2.02,37,25.08,24.9,36,0,0,6.72;
7404,13,50,20,-20,0,0,0,0,0,0,0,0,0,-2.11,-2.02,37,25.43,24.9,36,0,0,0;
